    0.50	    0.50	    0.50	    0.0000000000	    0.0000000000	    0.0000000000	0
    1.50	    0.50	    0.50	    1.5313708499	    1.0000000000	    1.0000000000	90
    1.50	    1.50	    0.50	    1.7320508076	    1.4142135624	    1.0000000000	144
    1.50	    1.50	    1.50	    1.8535533906	    1.5334025293	    1.5334025293	192
    2.50	    1.50	    0.50	    2.3605002147	    1.7373121138	    1.0000000000	468
    2.50	    1.50	    1.50	    2.5450638954	    1.7327911647	    1.4865034570	900
    2.50	    2.50	    0.50	    2.7879011017	    2.4059350905	    1.0000000000	864
    2.50	    2.50	    1.50	    2.7531484349	    2.3831242578	    1.6332738491	2376
    2.50	    2.50	    2.50	    2.8567993249	    2.6038670406	    2.3079021313	1608
    3.50	    1.50	    1.50	    3.2972739141	    1.9805127860	    1.6079736020	330
    3.50	    2.50	    0.50	    3.4750548655	    2.7950323924	    1.0000000000	1044
    3.50	    2.50	    1.50	    3.4829076721	    2.6334701289	    1.6185462633	4752
    3.50	    2.50	    2.50	    3.5100849870	    2.7405161106	    2.4287386214	5544
    3.50	    3.50	    0.50	    3.6007757719	    3.3330264446	    1.0000000000	1008
    3.50	    3.50	    1.50	    3.6682238073	    3.3844727538	    1.6198655597	2736
    3.50	    3.50	    2.50	    3.6551714856	    3.3723551416	    2.5766643239	6048
    3.50	    3.50	    3.50	    3.7395457207	    3.5029196736	    3.3338374655	2256
    4.50	    2.50	    1.50	    4.3100556921	    2.8543565254	    1.7475692107	2268
    4.50	    2.50	    2.50	    4.4468887516	    2.8193497971	    2.4384591073	7632
    4.50	    3.50	    0.50	    4.3025220191	    3.6411470153	    1.0000000000	1764
    4.50	    3.50	    1.50	    4.4488812431	    3.5435367740	    1.6286382807	7776
    4.50	    3.50	    2.50	    4.4916086433	    3.5288972429	    2.5957782141	18000
    4.50	    3.50	    3.50	    4.4837174251	    3.6319861165	    3.3630492136	9792
    4.50	    4.50	    0.50	    4.6509252993	    4.2906034188	    1.0000000000	2304
    4.50	    4.50	    1.50	    4.6502716347	    4.3225382100	    1.6157833931	6264
    4.50	    4.50	    2.50	    4.6571883499	    4.3406083405	    2.5765725604	13680
    4.50	    4.50	    3.50	    4.6534324536	    4.3053535288	    3.5174098369	15264
    4.50	    4.50	    4.50	    4.7332695637	    4.4557877758	    4.2430379892	7368
    5.50	    2.50	    2.50	    5.3436837086	    2.9800754080	    2.6735978152	2790
    5.50	    3.50	    1.50	    5.2316443208	    3.6823646573	    1.7955237429	2244
    5.50	    3.50	    2.50	    5.4721989057	    3.5366056616	    2.6351900394	20736
    5.50	    3.50	    3.50	    5.5201148230	    3.6681153964	    3.3894543248	12672
    5.50	    4.50	    0.50	    5.3233138237	    4.6866256134	    1.0000000000	2916
    5.50	    4.50	    1.50	    5.4780684129	    4.5326508021	    1.6361071100	14616
    5.50	    4.50	    2.50	    5.5223682211	    4.4810666489	    2.5829189874	34992
    5.50	    4.50	    3.50	    5.5197952151	    4.4913835438	    3.5085190045	38880
    5.50	    4.50	    4.50	    5.5195096083	    4.6569619092	    4.3308101619	30024
    5.50	    5.50	    0.50	    5.7036963362	    5.3388151676	    1.0000000000	3888
    5.50	    5.50	    1.50	    5.6999457793	    5.3563122318	    1.6173054010	10512
    5.50	    5.50	    2.50	    5.6951207737	    5.3492031631	    2.5890068815	22896
    5.50	    5.50	    3.50	    5.7084548763	    5.3439278508	    3.5143600173	25344
    5.50	    5.50	    4.50	    5.7017288362	    5.3497411255	    4.4795950981	36504
    5.50	    5.50	    5.50	    5.7844661128	    5.4941536421	    5.2579194434	16704
    6.50	    3.50	    2.50	    6.3471090174	    3.6922815345	    2.8931813939	4644
    6.50	    3.50	    3.50	    6.4621203880	    3.6835877656	    3.4044527955	11688
    6.50	    4.50	    1.50	    6.3261829189	    4.7569576597	    1.8014687013	3060
    6.50	    4.50	    2.50	    6.4758174367	    4.5281489378	    2.6491882953	31824
    6.50	    4.50	    3.50	    6.5187670282	    4.4877072703	    3.5286844322	39168
    6.50	    4.50	    4.50	    6.5258837444	    4.6566469548	    4.3205980955	29520
    6.50	    5.50	    0.50	    6.4076379018	    5.7322486075	    1.0000000000	4068
    6.50	    5.50	    1.50	    6.4804083743	    5.5503700097	    1.6257590331	19344
    6.50	    5.50	    2.50	    6.5158376502	    5.5281646255	    2.5831615601	46368
    6.50	    5.50	    3.50	    6.5313677248	    5.5257945037	    3.5114162098	51696
    6.50	    5.50	    4.50	    6.5024980261	    5.5168550987	    4.4893265215	77904
    6.50	    5.50	    5.50	    6.5275679134	    5.7079599751	    5.3464484826	49536
    6.50	    6.50	    0.50	    6.6623200244	    6.3644201251	    1.0000000000	4176
    6.50	    6.50	    1.50	    6.6813043273	    6.3750577467	    1.6284647625	11376
    6.50	    6.50	    2.50	    6.6710091180	    6.3608382702	    2.5966458049	23544
    6.50	    6.50	    3.50	    6.6562187846	    6.3646373753	    3.5138779356	25416
    6.50	    6.50	    4.50	    6.6893105834	    6.3620185712	    4.4888380851	39672
    6.50	    6.50	    5.50	    6.6708770515	    6.3679614938	    5.5266652955	51408
